Schedule,Paragraph,Description,H-S Extra,Specific_HS,Units_HS,Ad_Valorem_HS,Extra,Specific_Geneva,Units_Geneva,Ad_Valorem_Geneva,Specific_Annecy,Units_Annecy,Ad_Valorem_Annecy,Specific_Torquay,Units_Torquay,Ad_Valorem_Torquay
15,,Other,,,,,,,,,,,,,,15
15,,Ice skates and parts thereof,,,,,,,,15,,,,,,12.5
15,,Roller skates and parts thereof,,,,,,,,15,,,,,,10
15,1503,"Articles and fabrics, not ornamented with beads, bugles, or spangles, nor appliqued, embroidered, scalloped, or tamboured, wholly or in chief value of beads or spangles (other than beads in chief value of synthetic resin, beads in imitation of precious or semiprecious stones, and imitation pearl beads)",,,,,,,,30,,,,,,30
15,,Beads in chief value of synthetic resin,,,,,,,,37.5,,,,,,37.5
15,,"Beads, including bugles, nspf",,,,,,,,17.5,,,,,,17.5
15,,"Beads in imitation of precious or semiprecious stones (not including pearls), of all kinds and shapes, and of whatever material composed (not including beads in chief value of synthetic resin)",,,,,,,,22.5,,,,,,22.5
15,,"Spangles, nspf",,,,,,,,27.5,,,,,,17.5
15,1504.a,"All the following, if suitable for making or ornamenting bonnets, hats, or hoods, and if not containing a substantial part of rayon or other synthetic textile: Braids, laces, and plaits, wholly or in chief value of chip, cuba bark, grass, manila hemp, osier, palm leaf, paper, rattan, real horsehair, straw, or willow: Bleached, colored, dyed, or stained: Wholly or in chief value of palm leaf",,,,,Annecy: no classification on bleached or not,,,20,,,,,,20
15,,Other,,,,,,,,7.5,,,,,,17.5
15,,Other,,,,,,,,,,,,,,7.5
15,,"Braids and plaits, wholly or in chief value of ramie: Bleached, colored, dyed, or stained",,,,,,,,20,,,17.5,,,17.5
15,,Other,,,,,,,,7.5,,,,,,7.5
15,1504.b.1.2,"Bonnets, hats, and hoods, wholly or in chief value of chip, cuba bark, grass, manila hemp, osier, palm leaf, paper, ramie, rattan, real horsehair, straw, or willow, wholly or partly manufactured: Not blocked or trimmed (except those wholly or in chief value of manila hemp, palm leaf, or paper; and except hats and hoods wholly or in chief value of fiber of the Cardulovica palmata, commercially known as toquilla fiber or straw): Bleached, colored, dyed, or stained",,,,,,,,15,,,,25,20,12.5
15,,Other,,,,,,20,20,15,,,,,,12.5
15,1504.b.3,"Blocked or trimmed, whether or not bleached, colored, dyed, or stained (except men's Yeddo hats wholly or in chief value of unsplit straw and blocked but not trimmed)",,,,,,2.4,48,15,,,,2.4,48,12.5
15,1504.b.4,"Sewed, whether or not bleached, blocked, colored, dyed, stained, or trimmed: Wholly or in chief value of straw: Not blocked or trimmed",,,,,,,,,,,,2.5,48,25
15,,"Blocked or trimmed, and valued per dozen: Under $15",,,,,,3,48,25,,,,3,48,25
15,,$15 or more,,,,,,2,48,15,,,,2,48,15
15,,Not wholly or in chief value of straw,,,,,,,,,,,,1.5,48,25
15,1504.b.5,"Hats provided for in paragraph 1504, Tariff Act of 1930, if known as harvest hats, valued under $3 per dozen, and not blocked, sewed, or trimmed",,,,,,,,6.25,,,,,,6.25
15,1505.1.2,"Bonnets, hats, and hoods, wholly or in chief value of any braid not provided for in paragraph 1504, Tariff Act of 1930, if such braid is in substantial part of rayon or other synthetic textile but not wholly or in chief value thereof; all the foregoing, if blocked, sewed, or trimmed, whether or not bleached, colored, dyed, or stained",,,,,,,,45,,,,,,45
15,1506,"Brushes, paint (including artists'), nspf",,,,,"Geneva: not matched? Brooms, made of broom corn, straw, wooden fiber, or twigs--- 12.5% ad val",,,,,,,,,25
15,,"Brushes, toilet (not including tooth brushes), fitted, mounted, or orna­mented with gold, platinum, or silver, or wholly or partly plated with gold, platimun, or silver, whether or not enameled",,,,,,,,15,,,,,,15
15,,"Brushes, toilet (not including tooth brushes), with backs or handles wholly or in chief value of any product other than one provided for in paragraph 31, Tariff Act of 1930, and valued over 40 cents each",,,,,,1,19,15,,,,1,19,15
15,,"Brushes, tooth, whether or not the backs or handles are wholly or in chief value of any product provided for in paragraph 31, Tariff Act of 1930",,,,,,1,19,25,,,,1,19,25
15,,"Hair pencils in quills or otherwise, valued each: Under 2-1/2 cents",,,,,Geneva: not less than 10% nor more than 40%,2,19,,,,,,,40
15,,2-1/2 or more but not over 10 cents,,,,,,,,,,,,1,19,
15,,Over 10 cents,,,,,"Geneva: paragraph 1507 is missing: Bristles, sorted, bunched,or prepared--- 3 cents per lb",,,,,,,,,10
15,1509,"Buttons of vegetable ivory, finished or partly finished",,,,,,,,,0.625,24,12.5,0.625,24,12.5
15,1510,Buttons made in imitation of or similar to pearl or shell buttons (except buttons commonly known as Roman pearl and fancy buttons with a fish-scale or similar to fish-scale finish),,,,,,0.75,24,12.5,,,,0.75,24,12.5
15,1510,"Buttons nspf: Commonly known as Roman pearl; fancy, with a fish-scale or similar to fish-scale finish; wholly or in chief value of any compound of casein and valued over 60 cents per gross; wholly or in chief value of glass or wood; or wholly or in part of textile material",,,,,,,,22.5,,,,,,22.5
15,,Wholly or in chief value of horn or composition horn,,,,,,,,20,,,,,,20
15,,"Collar and cuff buttons and studs, wholly of agate, bone, ivory, mother-of-pearl, or vegetable ivory",,,,,,,,22.5,,,,,,22.5
15,1512,"Bagatelle, billiard, and pool balls, chessmen, dice, dominoes, draughts, and poker chips, of bone, ivory, or other material",,,,,,,,25,,,,,,25
15,1513,Air rifles,,,,,,,,,,,,,,35
15,,"Christmas tree decorations, festooning, and garlands, wholly or in chief value of bullions, lame or lahn, metal threads, or tinsel wire",,,,,,,,,,,,,,35
15,,"Dolls and doll clothing, composed in any part, however small, of any article or material provided for in paragraph 1529(a), Tariff Act of 1930",,,,,,,,45,,,,,,45
15,,"Dolls not heretofore provided for in this item, not wholly or in chief value of any product provided for in paragraph 31, Tariff Act of 1930, and not wholly or in chief value of bisque, china, earthenware, parian, porcelain, or stoneware",,,,,,,,,,,,,,35
15,,"Toy containers, toy favors, toy games, and toy souvenirs, of whatever material composed",,,,,,,,,,,,,,50
15,,"Toy marbles, of whatever material composed",,,,,,,,,,,,,,35
15,1513,"Toys nspf: Building blocks or bricks valued 8 cents or more per pound; construction sets (other than model airplane construction sets) wholly or in chief value of metal and valued 30 cents or more per pound; model airplane construction sets wholly or in chief value pf metal and valued 75 cents or more each; and stuffed animal figures not havig a spring mechanism, not over 6 inches high and valued 35 cents or more each, or over 6 but not over 11 inches high and valued $1 or more each, or over 11 but not over 14 inches high and valued $2 or more each, or over 14 inches high and valued $3.50 or more each; all the foregoing",,,,,,,,,,,,,,25
15,,"Figures or images of animate objects, wholly or in chief value of metal: Not having any movable member or part and valued 21 cents or more per pound",,,,,,,,25,,,,,,25
15,,"Having any movable member or part, but not having a spring mechanism, and valued 30 cents or more per pound",,,,,,,,35,,,,,,25
15,,Other,,,,,Geneva: airplane model construction sets,,,25,,,,,,35
15,,"Toys having a spring mechanism (except figures or images of animate objects, wholly or in chief value of metal)",,,,,,,,,,,,,,50
15,,Toys in the forms of musical instruments and capable of emitting sound,,,,,Geneva: in the forms of stringed instrument or accordions---35% ad val,,,50,,,,,,35
15,,Toys (not including building blocks or bricks valued 8 cents or more per pound or toys in the forms of musical instruments and capable of emitting sound) wholly or in chief value of rubber,,,,,,,,50,,,,,,50
15,,"Other (except stuffed animal fig­ures and toys wholly or in chief value of bisque, china, earthenware, parian, porcelain, stoneware, or rubber)",,,,,,,,,,,,,,35
15,,"Parts of toys nspf (except parts wholly or in chief value of bisque, china, earthenware, parian, porcelain, or stoneware)",,,,,,,,,,,,,,50
15,1514,"All the following, if not containing over 0.1% of vanadium, or over 0.2% of boron, columbium or niobium, molybdenum, tantalum, tungsten, or uranium, or over 0.3% of chromium: Corundum, emery, garnet, and artificial abrasives, in grains, or ground, manufactured, pulverized, or refined",,,,,,0.5,1,,,,,0.5,1,
15,,"Cloths, papers, and combinations of cloth and paper, wholly or partly coated with artificial or natural abrasives, or with a combination of artificial and natural abrasives",,,,,,,,10,,,,,,10
15,,"Emery files, emery wheels, and manufactures in chief value of emery or garnet, nspf",,,,,,,,10,,,,,,10
15,,"Manufactures in chief value of corundum or artificial abrasive, nspf: Wheels in chief value of corundum or silicon carbide:",,,,,,1,1,,,,,,,10
15,,Other,,,,,,,,,,,,,,5
15,1516,"Matches: Friction or lucifer, of all descriptions: In boxes containing not over 100 matches per box",,,,,"Geneva: paragraph 1515 is missing: firecrackers: more than five-sixteenths of one inch outside diameter, or more than one and three quarters inches in legth----12.5 cents per lb; all other----------4 cents per lb",,,,15,49,,15,49,
15,,Other,,,,,,,,,2,50,,2,50,
15,,Wax,,,,,,,,,,,,,,10
15,,"Wind, and all matches in books or folders or having a colored, dyed, or stained stem or stick",,,,,,,,,,,25,,,25
15,1517,Percussion caps,,,,,,,,,,,,,,15
15,1518,"Boas, boutonnieres, wreaths, and all articles nspf, wholly or in chief value of any material mentioned in the duty provisions of paragraph 1518, Tariff Act of 1930, if the material is: Artificial or ornamental flowers, fruits, grains, grasses, leaves, stems, vegetables, or parts there­of: Wholly or in chief value of beads, bugles, bullions, filaments, lame, metal threads, rayon or other synthetic tex­tile, spangles, threads, tinsel wire, or yarns",,,,,,,,20,,,,,,60
15,,Wholly or in chief value of other material and nspf,,,,,,,,,,,,,,45
15,,Feathers,,,,,,,,,,,,,,20
15,,"Natural grains, grasses, herbs, leaves, plants, shrubs, trees, or parts thereof, if the component material of chief value is: Bleached",,,,,,,,,,,30,,,30
15,,"Chemically treated, colored, dyed, or painted",,,,,,,,,,,37.5,,,37.5
15,,"Downs and feathers, on the skin or otherwise: Colored, dressed, or otherwise advanced or manufactured in any manner, including quilts of down and other manufactures of down",,,,,,,,10,,,,,,20
15,,"Crude or not colored, dressed, or otherwise advanced or manufactured in any manner, nspf, if ostrich",,,,,,,,20,,,,,,10
15,,"Dusters, feather",,,,,,,,20,,,,,,20
15,,"Feathers, artifical or ornamental, suitable for use as millinery ornaments",,,,,,,,20,,,,,,20
15,1518,"Flowers, fruits, grains, grasses, leaves, stems, vegetables, or parts thereof, artificial or ornamental: Wholly or in chief value of beads, bugles, bullions, filaments, lame, metal threads, rayon or other synthetic textile, spangles, threads, tinsel wire, or yarns",,,,,,,,60,,,,,,60
15,,Wholly or in chief value of other material and nspf: Artificial flowers wholly or in chief value of feathers,,,,,,,,30,,,,,,30
15,,Other,,,,,,,,45,,,,,,45
15,,"Grains, grasses, herbs, leaves, plants, shrubs, trees, or parts thereof, natural and nspf: Bleached",,,,,,,,,,,25,,,25
15,,"Chemically treated, colored, dyed, or painted",,,,,,,,,,,37.5,,,37.5
15,1519.a,"Dressed furs and dressed furskins (except silver or black fox): Beaver, caracul and Persian lamb, chinchilla, ermine, fisher, fitch, fox, kolinsky, leopard, lynx, marten, mink, nutria, ocelot, otter, pony, raccoon, sable, and wolf: Dyed",,,,,,,,10,,,,,,10
15,,Not dyed,,,,,,,,7.5,,,,,,7.5
15,,Coney and rabbit: Dyed,,,,,,,,20,,,,,,15
15,,Not dyed,,,,,,,,17.5,,,,,,12.5
15,,Lamb and sheep (not including caracul or Persian lamb): Dyed,,,,,,,,12.5,,,,,,12.5
15,,Not dyed,,,,,,,,10,,,,,,10
15,,"Other (except dog, goat, and kid): Dyed",,,,,,,,15,,,,,,15
15,,Not dyed,,,,,,,,12.5,,,,,,12.5
15,1519.b,"Manufactures of fur (except silver or black fox), further advanced than dressing, prepared for use as material, whether or not joined or sewed together (not including crosses, linings, mats, plates, or strips of dog, goat, or kid skins): Crosses, linings, mats, plates, and strips: Dyed: Of hare, lamb, sheep, or squirrel furs or skins (not including caracul or Persian lamb furs or skins)",,,,,,,,,,,20,,,22.5
15,,Other (including caracul and Persian lamb),,,,,,,,,,,20,,,20
15,,Not dyed,,,,,,,,17.5,,,,,,17.5
15,,Other: Dyed,,,,,,,,25,,,,,,25
15,,Not dyed,,,,,,,,20,,,,,,20
15,1519.c,"Silver or black fox furs or skins, dressed or undressed, nspf",,,,,,,,37.5,,,,,,37.5
15,1519.d,"Wearing apparel of every description, wholly or partly manufactured, and nspf: Wholly or in chief value of dog, goat, or kid skins",,,,,,,,17.5,,,,,,17.5
15,,Wholly or in chief value of hides or skins of cattle of the bovine species,,,,,,,,15,,,,,,15
15,1519.e,"Articles wholly or partly manufactured (including collars, cuffs, and trimmings), wholly or in chief value of fur, nspf: Of silver or black fox fur",,,,,,,,37.5,,,,,,37.5
15,,Other,,,,,,,,25,,,,,,25
15,1520,"Hatters' furs, or furs not on the skin, prepared for hatters' use, including fur skins carroted",,,,,,,,15,,,,,,15
15,1521,Fans of all kinds (except common palm-leaf fans),,,,,,,,25,,,,,,25
15,1523,"Human hair, cleaned or commercially known as drawn, but not manufactured",,,,,,,,5,,,,,,10
15,,"Human hair roving, tops, and yarns, of which human hair is the component material of chief value",,,,,,3,1,12.5,,,10,3,1,12.5
15,,"Manufactures wholly or in chief value of human hair, nspf (except nets and nettings)",,,,,,,,,,,,,,17.5
15,,"Press cloth: Hair, nspf",,,,,,4,1,30,,,,,,30
15,,"In chief value of camel's hair, valued per pound: Under 75 cents",,,,,Geneva: no further classifications; and not less than 15 cents per lb,,,20,,,,15,1,
15,,75 cents or more,,,,,,,,,,,,,,20
15,,In chief value of human hair,,,,,Geneva: nets and nettings---17.5% ad val,,,20,,,,4,1,30
15,1524,"Hair, curled, suitable for beds or mattresses",,,,,,,,5,,,,,,5
15,1525,"Hair felt wholly or in chief value of animal hair, nspf",,,,,,,,10,,,,,,10
15,,Manufactures of hair felt nspf,,,,,,,,10,,,,,,10
15,1526.a,"Bonnets, caps, hats, and hoods, for boys', children's, men's, or women's wear, trimmed or untrimmed, including bodies, forms, hoods, plateaux, and shapes, for bonnets or hats, wholly or in chief value of animal fur, valued per dozen: Under $2.27-3/11",,,,,,,,,,,,1.25,48,
15,,$2.27-3/11 or more but not over $9,,,,,,,,,,,,,,55
15,,Over $9 but riot over $12,,,,,,,,,,,,,,55
15,,Over $12 but not over $18,,,,,Geneva: but nie less than 1.25 dollars per dozen,,,55,,,,,,47.5
15,,Over $18 but not over $24,,,,,,,,47.5,,,,,,40
15,,Over $24 but not over $30,,,,,,,,,,,,,,40
15,,Over $30,,,,,,8,48,12.5,,,,8,48,12.5
15,1526.b,Men's silk or opera hats in chief value of silk,,,,,,1,25,20,,,,1,25,20
15,1527.a.1,"Jewelry, commonly or conmercially so known, and parts thereof, finished or unfinished: Wholly or in chief value of gold or platinum, or of which the metal part is wholly or in chief value of gold or platinum",,,,,,,,40,,,,,,30
15,1527.a.2,"Other, of whatever material composed, valued over 20 cents per dozen pieces: Wholly or in chief value of silver and valued over $18 per dozen pieces or parts",,,,,"Annecy: not less than 50% of the amount payble on the basis of the duty ""existing"" (within the meaning of section 350, Tariff Act of 1930, as amended by the Act of July 5, 1945) on January 1, 1945, if the article were not dutiable under paragraph 1527, Tariff Act of 1930",,,,,,35,,,35
15,,Other,,,,,"Geneva: not less than 50% of the amount payble on the basis of the duty ""existing"" (within the meaning of section 350, Tariff Act of 1930, as amended by the Act of July 5, 1945) on January 1, 1945, if the article were not dutiable under paragraph 1527, Tariff Act of 1930",,,55,,,,,,55
15,,Provided: That none of the products described in this subdivision (a)(2) shall be subject to a less amount of duty than,,,,,"50% of the amount payble on the basis of the duty ""existing"" (within the meaning of section 350, Tariff Act of 1930, as amended by the Act of July 5, 1945) on January 1, 1945, if the article were not dutiable under paragraph 1527, Tariff Act of 1930",,,,,,,,,
